Index;Start time in milliseconds;End time in milliseconds;"Script"
142;565380;569420;"예 최대 말았습니다 발표"
143;569430;571850;"아 정말 고생 많으셨어요 하였습니다"
144;571860;576620;"좀 아이가 여럿 안에서 백산수 원이고 큰 5 인생을 받았습니다 아 3회"
145;576630;582340;"아빠 바라겠습니다"
146;582360;584810;"아까 일어난 현재 사랑 등 하신 것이오"
147;584820;590030;"더위에 그렇죠 거기에도 한국인이 있나요"
148;590040;594140;"한국말로 통 하시던데"
149;594160;596700;"woo"
150;596710;598870;"액션 85 부담"
151;598880;602800;"te na i"
152;602810;611590;"여러분의 날씨 비 회사에서 보내고 왔습니다"
153;611610;615120;"37도 한국인이나"
154;615140;619330;"i 뭐라 크나 사고 안구 검 거래한 무설 급"
155;619340;622330;"어 밤 사람임 이쪽"
156;622340;625330;"교양 나의 내 한국사람은"
157;625340;629080;"없군요 딤 아마도 인지라"
158;629090;634360;"갤스 3의 가장 자주 등장하네요 이모님 니까 첫 주 ls 예야"
159;634370;639950;"[음악]"
160;639970;650809;"으 십시오"
161;650829;655580;"쪼개지고 갑니다 아무 한마디로 싸고 도와주세요"
162;655590;659270;"으 모 rc 2"
163;659280;661850;"[음악]"
164;661860;662960;"여 보 세 요"
165;662970;665980;"5"
166;666000;669920;"해보세요 icb 컴퍼니 맞추어 네 그런데요"
167;669930;673880;"뭐 한마디 인지라 50부터 합니다 누구요 무함마드 힘들의 시 좀 부탁"
168;673890;674690;"합니다"
169;674700;678130;"뭐 아 맞어 아 잠시만요"
170;678140;681460;"[음악]"
171;681480;684290;"네 전화 바꿨습니다"
172;684310;687600;"뭐 마힌드라 시 되십니까 열어봤습니다"
173;687610;691650;"한국의 이제 요 누구죠 어디서 절 하신 겁니까"
174;691660;696990;"예언 한국의 원 인턴의 샤인 다 지난 해야 서에 그 설명하신 부디 그"
175;697000;700259;"현지의 분들이 봐주신 건가요"
176;700269;704129;"세워 답변 되게 좀 그렇구요 좀 이다 이거 보시면 왐마 딩 대신 한국"
177;704139;706079;"명의 어떻게 되세요"
178;706089;710340;"박상수 이라고 합니다 막상 중진 지기가 어떻게 되십니까"
179;710350;714660;"전무 입니다 사라는 상무로 되었는데요"
180;714670;718860;"어 상호 가봤습니다 비서로 에서 얼마전 설치했습니다"
181;718870;723509;"서로의 첨부된 법이 특기 설을 말고 대표이사를 포함한 이 사진은 명단을"
182;723519;725759;"넘겨 주시면 좋겠습니다"
183;725769;729569;"전화 끊지 마시고 바로 팩스로 보내주세요 왜 그러시죠"
184;729579;734160;"저희가 그럴 의무가 있으니까 자꾸 이러시면 폴란드 업적 절차 들어가기"
185;734170;739290;"직전에 확인 작업 중이라는 말씀을 때 먹었거든요 검토한 바에 따르면 짤"
186;739300;742230;"cd 컴퍼니는 현진 으로 이루어진 회사로 알고 있는데요"
187;742240;746550;"법인 신고도 그렇게 되어 있구요"
188;746570;749670;"점수가 기다리십시오"
189;749690;752620;"현재 업체 확인 좀 해야겠어"
190;752630;755320;"요르단 암만 에 지금 누가 나가 했나"
191;755330;759519;"바로 연락해서 내가 보내준 주소로 방장 찾아가라 g"
192;759529;767430;"그래 추구"
193;767450;770260;"저희 파견 직원이 건 껌처럼 찾아갈 겁니다"
194;770270;773730;"잘 설명해 주세요"
195;773750;777430;"악상 교신을 여러 다 시민권자 인가요"
196;777440;782230;"더 그런건 아닙니다 근데 왜 현재는 이름을 쓰고"
197;782240;785620;"계약서에 싸인까지 있습니까"
198;785630;788350;"현지인으로 위중한 것으로 봐도 되겠습니까"
199;788360;793360;"아 정말 다녀야 쉴드 하시네"
200;793370;797920;"예 제가 이쪽 업체 쉴 3개 잡아주고 인정합니다"
201;797930;801430;"채채 길고 실수 라고 합시다 제가 책임 지켜요"
202;801440;805840;"4 강 보기 드문 모든 채 가 책임진다 니까요"
203;805850;809770;"경주 쉽게 경기서 쓰면 될것 같아요"
204;809780;812290;"그 사람 합시다 넣어"
205;812300;816460;"제일 x 가"
206;816480;822260;"ice 컴퍼니 사실 좀 재임 사람들은"
207;822280;826700;"밥과 계시군요 으"
208;826720;833400;"제임스 박 음"
209;833420;852759;"으"
210;852779;855410;"we 아아 너무 2"
211;855420;858439;"아 김 창 님"
212;858449;863220;"44 됐다는데 이거 8명에 자체 이 지 거야"
213;863230;868720;"아 이거 뭐 찾아온 힙라인 이거 뭐 완전히 반통 거 아니야"
214;868740;872840;"5 받았어 3층에 아주 중요하니 줘 해 줘 9만"
215;872850;876500;"가 삼덕 자"
216;876510;881710;"특별 격려금 해 차주님께서 직접 준비하신 거야"
217;881730;884500;"0"
218;884520;898180;"감사합니다"
219;898200;909159;"아"
220;909179;911900;"조 러시아 사라지"
221;911910;915920;"러시아의 인증기관 쪽이 가 맡아서 의 아"
222;915940;920970;"예 더 처럼 아주 이 놈 보다 보다 처음 봤어 강한 나중에 여기저기"
223;920980;927270;"사고치고 되기 위해서 팀 얼굴에 똥칠을 놈이야"
224;927290;930970;"안다 감사합니다"
225;930980;936020;"그 여자라고 힘든 일을 빼주고 봐주고 부르지 않을 거야"
226;936040;940150;"열심히 하겠습니다"
227;940170;944170;"4"
228;944190;949610;"청국장 수출의 꼭 받아야하는 인증이 있습니까 아니면"
229;949620;953910;"ft 조건이 말씀하시는 건가요 갈"
230;953930;960100;"그 조건 인가 뭐 인증 인가 있잖아 그 뭐 에 들어가는 그 뭐가 대체"
231;960110;961990;"뭘까요"
232;962000;968930;"그 뭐 식품 인증 받아야 하는거 아냐 그런거 생물 수출 하려면"
233;968940;974210;"생물이 요 청국장이 무슨 오지 뭡니까 꼴등 입니까"
234;974220;982040;"어 검토 하셨으니까 시 겠지만 기본적으로 제조공정도 성분 분석표 농약"
235;982050;984980;"잔류물 검사 항산화제 사용 여부"
236;984990;990500;"작년에 대전 등 검사까지 우주다 마침 청국장 완제품 입니다"
237;990510;995780;"공장 확인에 견본 검사까지 다 받았는데 도대체 무슨 인증을 또 받고 무슨"
238;995790;1001270;"조건을 또 채워야 하는 건가요 혹시 그 뭐가 기억 나시면 그때 그 뭐에"
239;1001280;1003160;"대해서 다시한번 말씀해 주시죠"
240;1003170;1008240;"일단 저희 팀은 일정대로 진행하겠습니다"
241;1008260;1011640;"아 야아"
242;1011650;1017790;"저희 여자라고 봐 줬더니 말이야 너 니 남편한테 고맙다고 해라"
243;1017800;1020200;"너 같은 여자랑 같이 살아 주니까"
244;1020210;1024350;"[음악]"
245;1024370;1030810;"성희롱 두 번이면 간 번만 이런 그치지 않을 텐데요 뭐"
246;1030820;1032099;"너 지금 뭐라고 했어"
247;1032109;1036260;"[음악]"
248;1036270;1039210;"야아"
249;1039230;1041949;"아 유 oo 젖"
250;1041959;1046600;"아 잘게 써 청 과정인데"
251;1046620;1052880;"어떤 분이세요 걱정 마 노 말한 문이 셔 터 가정처럼 중동 좋은 아니어도"
252;1052890;1056260;"중동 경우도 많으시고"
253;1056270;1061930;"원래 영업 3팀의 계시고 된 총장님은 경력직으로 오셔서 첫 꺼졌고"
254;1061940;1067240;"나는 아 떡상자 밑에서 시달리다가 떠 덜 얻어 해줘서 와 쌓던 되어서"
255;1067250;1069310;"서로 만에 의지해서"
256;1069320;1072880;"5 처장 밑에서 의 샤시 하면서 참 잘 썼어요"
257;1072890;1077740;"좋은 추억이 많아 경력 쭉 이란 공천이 부산은 뭐가 되는 겁니까"
258;1077750;1081550;"우선 프레쉬 같은 동기가 없지"
259;1081560;1085060;"그러니까 마음 터놓고 이야기할 동료도 없을거고"
260;1085070;1087800;"일찍이 만 도약하고"
261;1087810;1095680;"이런 분위기에서 우리 부서 온다는 거 보니까 예전 가 막 막 그리거나 으"
262;1095700;1098400;"배 나왔단 어"
263;1098410;1100790;"아 자 나라면"
264;1100800;1104190;"4 회사가 장난아냐 음"
265;1104200;1106870;"내가 지 친구야 아"
266;1106880;1111470;"아닙니다 새로운 살아 왔으면 긴장 좀 타자"
267;1111480;1111830;"예"
268;1111840;1114360;"[음악]"
269;1114370;1118380;"3년전 나랑 나랑 편인 척 딴 즐거운 기억 은 그대로 두라고"
270;1118390;1121289;"구질구질하게 평생 까지 하신가요"
271;1121299;1123310;"에"
272;1123320;1125440;"예"
273;1125450;1129129;"저럼 5 과장님"
274;1129139;1135310;"저희 찐 5 신가요 없이 옷 다른 이게 있으신거 아니시죠"
275;1135320;1136050;"음"
276;1136060;1138570;"으 적어도 난 이유 없다"
277;1138580;1140260;"[음악]"
278;1140270;1146090;"보안 사람 제가 모르겠지만"
279;1146110;1149990;"개 니네 쯤 다바 가는 사람은 없겠지만"
280;1150000;1153770;"보호 있는 사람이 있다는 거 나라의"
281;1153790;1154900;"노려보고 있다는 거"
282;1154910;1158580;"[음악]"
283;1158600;1162800;"으"
284;1162820;1165570;"날 의심하면 심한 일할 거니까"
285;1165580;1167140;"단 생각하지만 후"
286;1167150;1169220;"[웃음]"
287;1169230;1170290;"[음악]"
288;1170300;1173810;"[웃음]"
289;1173830;1176870;"아"
290;1176890;1178890;"4 잘못한거 없어"
291;1178900;1184990;"잘했어 그런데 그런 사람들이 옆에 있다는 건 따뜻한거 더"
292;1185010;1189490;"아직 아무 지시 안주고 하지만 만에 하나 필요할 때 날 풀어 낼 거야"
293;1189500;1192890;"어쨌든 나 켈트 잡았으나 적응 해라"
294;1192900;1197470;"왜"
295;1197490;1200710;"청어 저는 보낸 거죠"
296;1200730;1201900;"[음악]"
297;1201910;1204840;"re 치겠다 또"
298;1204850;1208200;"치안이 다 옳은 것이 있나"
299;1208220;1213690;"안치하는 보냈다가 도니는 힐 터라 이걸 어떤 사단이 날지 모르니 까"
300;1213710;1216080;"적당히 잘 쓰자 9"
301;1216090;1218260;"으"
302;1218280;1228020;"오오오"
303;1228040;1233450;"있습니다"
304;1233470;1236590;"아"
305;1236610;1240830;"뭐야 어제 드신 술값 0승 입니다"
306;1240840;1244560;"딱"
307;1244580;1248980;"아 진짜"
308;1249000;1251300;"성곽"
309;1251310;1255500;"어 내가 진짜 너한테 해주고 싶은 말이 하나 있어"
310;1255510;1258260;"사실 아직 얘기해 주려고 하다가"
311;1258270;1261710;"키가 약간 기분 상할까 내가 일부러 얘기 안 했거든"
312;1261720;1263740;"뭡니까"
313;1263750;1265620;"아"
314;1265630;1268290;"언어 살 생활하려면"
315;1268300;1271440;"그 성격 그 꼭 고쳐야 할 거다"
316;1271450;1278030;"한번만 말할 텐데 잘 들어 어 너 어제 보니까"
317;1278050;1282780;"저 소시오패스 같더라"
318;1282800;1288080;"4"
319;1288100;1298320;"고초 아 으 아 아"
320;1298340;1302200;"으 으 아 이거"
321;1302210;1304450;"음 다"
322;1304460;1305650;"[음악]"
323;1305660;1309010;"수 10:00 소쇼 코스"
324;1309020;1318090;"소쇼 패쓰 소셜 8"
325;1318110;1319820;"5"
326;1319830;1325640;"아키 몸이 전에 이런저런 쓸데없는 생각에 빠져 있었던 점 잡아드립니다"
327;1325650;1329990;"3 팀의 일원 으로서 확실하게 잘 잡겠습니다"
328;1330010;1335040;"마지막"
329;1335060;1337930;"자 둘씩 나한테 뭐"
330;1337940;1342660;"궁금하거나 부탁하고 싶은거 있는 극복할"
331;1342680;1346050;"쌍 같이 말고 마리아가"
332;1346070;1350060;"저 머리 깎아 않아요 어"
333;1350080;1352720;"peer-to-peer"
334;1352730;1357050;"차 화 정 되도 주며 놓고 아니야 나는 저에게 있어서 머리 피하고"
335;1357060;1359680;"[박수]"
336;1359690;1361240;"같더"
337;1361250;1364950;"높이 9"
338;1364970;1367900;"특별 으 으"
339;1367910;1370410;"덜 막"
340;1370430;1373330;"누난 20t 인데"
341;1373340;1377560;"당해 벗어 내도 비교를 제시로 4대"
342;1377570;1381090;"나다 부딪혀 온다 이게 하라"
343;1381110;1383410;"오히려 손님 b 졸려요"
344;1383420;1389779;"위아래"
345;1389799;1392610;"장 르"
346;1392630;1399000;"지금 뭐라 그랬어 여러 다른 사람을 다시 해보는 거야"
347;1399020;1402220;"[음악]"
348;1402240;1404360;"벼르던 사업이라면"
349;1404370;1407990;"아까 젊고 말하는 거예요 4"
350;1408000;1410290;"[음악]"
351;1410300;1412330;"대신 분들이 온 거야"
352;1412340;1416290;"신입 이라 잘 모르는 모양인데 남의 자 빼지 보는거 아냐"
353;1416300;1423670;"요리사 라는 말도 있거든 심한 반등 같"
354;1423690;1426289;"그 사업에서 비리를 걷어내면"
355;1426299;1430980;"매력적인 아이템 건 어떠세요 으"
356;1431000;1431420;"으"
357;1431430;1434620;"[음악]"
358;1434630;1438450;"아이는 급속도로 냉각됐다"
359;1438470;1440960;"바로 모처"
360;1440970;1444800;"요르단 끌어 쉬기 탐나는 거야"
361;1444820;1448080;"그래서 이 사람도 축약한 구요 그건 말은 아닙니다"
362;1448090;1451320;"좋은 사업이었다 고 생각하지만 요 그럼 꼭 이 사업을 이어 받아서 해야"
363;1451330;1454640;"하는 이유가 뭐야"
364;1454660;1457590;"우리 팀의 일이 아직 절간 한것 같아서요"
365;1457600;1461570;"털끝 나타"
366;1461590;1464960;"모욕을 받은 것 같습니다"
367;1464970;1467580;"모욕"
368;1467600;1472769;"이 회사의 모두가 바깥 장애 매김"
369;1472789;1477039;"이렇게 된 것에 대해 우리 치면 고 말한 것만 알아도 충분한지 그것만으로"
370;1477049;1481070;"충분하지 않다는 거야"
371;1481090;1484960;"나머지 마 우리가 남은 것 같습니다"
372;1484980;1488180;"바울이"
373;1488200;1493290;"회사의 메뉴얼과 시스템을 최대한 활용해서 최고 얘기 남겨줄 수 있게"
374;1493300;1505330;"그 사업을 올레길을 해놓은거"
375;1505350;1507910;"모욕을 으"
376;1507920;1510220;"아 등도 다니구치"
377;1510230;1513490;"아빠 좌완 저희가 c"
378;1513500;1517380;"굉장하군 죄악의 으"
379;1517400;1521530;"비리를 걷어내면 하는"
380;1521550;1528720;"we 날 좋은 사업이라 하"
381;1528740;1530020;"14 온의 껑"
382;1530030;1531779;"으"
383;1531789;1535109;"아 종합상사 24 원가 할 수 있는 생각이지"
384;1535119;1537030;"아"
385;1537040;1541090;"으 상산 에어 진행"
386;1541100;1542480;"to"
387;1542490;1548580;"o 아 o 아 있어"
388;1548600;1556360;"whoo whoo"
389;1556380;1564620;"we"
390;1564640;1567840;"er"
391;1567860;1570320;"4.5"
392;1570330;1574540;"시장 확실하지 않아 충분히 살릴 수도 있고 뭐"
393;1574550;1574610;"으"
394;1574620;1577620;"[음악]"
395;1577630;1582180;"따뜻한 사람들 발 없을 겁니다 솔직히 부주 공산 되니까 수정 6시까지는"
396;1582190;1585930;"더 사람들이 생각하고 란 말입니다 그리고 신경 쓰지 뭐 110 은 일이요"
397;1585940;1586280;"어"
398;1586290;1591859;"[음악]"
399;1591879;1596819;"c5 정치적인 부분 걷어내고 이만 보내라"
400;1596829;1604539;"타다가 # 야 아냐"
401;1604559;1607940;"네놈 으"
402;1607960;1612390;"안날 사람입니다 근데 언제부터 구더기 무서워서 장 못 한거 아니야 우리가"
403;1612400;1615420;"어 아"
404;1615430;1615700;"0"
405;1615710;1618860;"[음악]"
406;1618870;1625039;"으"
407;1625059;1629130;"5 사장님 왔 전 존경 세상에 시 김 의견을"
408;1629140;1635669;"덥석 봐주시면 빡 없앤 팀은 정말 돈되는 일이라면 다 하네요"
409;1635679;1638430;"뭐 어쨌든 시작했으니까 끝인 보겠네요"
410;1638440;1642450;"바꿔 줘 로 다중 고쳐서 다시 하자는 그런 깜찍한 발생 누가 겠소"
411;1642460;1646220;"장비 킷이 할 수 있어 어"
412;1646240;1651510;"뭔소리야 영어 3팀을 모래"
413;1651520;1654840;"그때 힘들이 짜인 것이 에"
414;1654850;1658380;"[음악]"
415;1658390;1661950;"4 이게 무슨 소리야"
416;1661960;1667289;"4 바빠 장 요르단 중고차 사업 영업 상태에서 제 추진한다는 게 무슨"
417;1667299;1670120;"소리냐고"
418;1670140;1673590;"[음악]"
419;1673600;1677779;"한번 해볼 여기야"
420;1677799;1679620;"한번 해보려구요"
421;1679630;1686000;"그래야 무리가 가만 있는데 내가 뭔데 그걸 내 도둑놈들처럼 마"
422;1686020;1691140;"도둑놈이 라뇨 맑음 차원 이쯤에서 하세요 그냥 내 알마 지금 그걸"
423;1691150;1695400;"하겠다는 소리가 아니자 좋은 사업 인 지 몰라"
424;1695410;1701610;"여기서 그걸 모르는 사람들이 싸 몰라 사랑가"
425;1701630;1703900;"샌더 판 미루 감았는데"
426;1703910;1706900;"얜 얘 2 양심도 없니 예"
427;1706910;1711730;"안 힐 하겠다는데 얘기나 양심이 무슨 상관입니까 라 김 드릴 떡까지 로만"
428;1711740;1714040;"되지 뭘 바래"
429;1714050;1717190;"3 그 겁도 없는 인가 밑에서 멀리 없겠어"
430;1717200;1719860;"아상 도적도 모르는 사람이 누군 데요"
431;1719870;1724570;"예 악 왜 그렇게 숨겼고 우리 팀 다 같아 뒤집어 씌우고 아 그런 사람이"
432;1724580;1727570;"지금 상도 적을 얘기하니까 이새끼가 추천 마이"
433;1727580;1731450;"cic 어색한 찾았을 때 발생합니다"
434;1731460;1734840;"착각이 명실 모두 이 맞다고 생각해"
435;1734850;1738289;"그게 맞는지 틀린지 너무 초상이 판단시 문제고 에"
436;1738299;1741769;"최소한 비리를 방치한 자원이 뒤에 그런거 물을 자격이나 있는지 부터"
437;1741779;1746180;"생각하세요 이 새끼야 야 이 새끼야 직접 본질을 챙겨줘"
438;1746190;1749840;"기단과 와 자다 있어야 합니다"
439;1749850;1752149;"맘 자기 과 학교가 테"
440;1752159;1767620;"이게 될 것 같자 넌 어쩔 건데요 새끼가 피자를 c5"
441;1767640;1770370;"a"
442;1770390;1773950;"정글의 고개들어"
443;1773960;1779370;"무심 주셨어 이런 다른데"
444;1779390;1785900;"조심히 들어가세요 dc 5"
445;1785920;1790240;"정리 절감 남기세요 작년 맞이할 겁니다"
446;1790250;1795050;"4 제대로 하겠어 기뻐해야 주"
447;1795070;1797820;"차장님이 업체를 충만하고 하십니다 아래 이게"
448;1797830;1801960;"그러던 쪽은 같은데요 예 제 이멜로 보내주시면 됩니다"
449;1801970;1806669;"제명 것과 복지도 마음으로 넣어준 뒤 또다시 웨이 당 한번 언제 합리성을"
450;1806679;1811110;"다음 그것 참 과장님과 김대리님 에반 리 스 트 레"
451;1811120;1814789;"약식으로 1 자전거만 다"
452;1814809;1819570;"업체랑 간 궁금 능력이 되는 업체인지 어종을 숙이면서 건전한 재무상태 를"
453;1819580;1825260;"주시하고 있는 지"
454;1825280;1828450;"[음악]"
455;1828460;1833130;"커피 탓이라"
456;1833150;1834600;"[음악]"
457;1834610;1838560;"구약 그들의 비전이 우리가 많고 현실성이 있는지"
458;1838570;1845190;"철저하게 검토한다 저널 불참 난 속으로 빨 팀을 삶은 후 이기에 어 야"
459;1845200;1847140;"뭐 장식이"
460;1847150;1850160;"너 미쳤어"
461;1850180;1852799;"또 불안이"
462;1852809;1856730;"아 이게 저희가 아니어도 꼭 게 살려서 빔 더 이걸"
463;1856740;1860600;"전문 이미 허락할 것 까지 변화가"
464;1860610;1862450;"예"
465;1862460;1868920;"그래서 얘기되는 좋은 사람인데 왜 뭐 저 하냐고"
466;1868940;1872020;"좋겠소 상식 니 소원대로"
467;1872030;1875350;"전사적으로 나가 스포트라이트를 받게 됐어"
468;1875360;1877930;"빌 이유 회관을 위해서"
469;1877940;1881760;"전사적으로 나가 보호 해 자리를 마련했다고"
470;1881770;1884800;"음 자 님"
471;1884810;1888910;"아 이파니 커졌을 까 우리도 사이즈를 이겠지"
472;1888920;1892090;"pto bpd 작업 들어가야겠다"
473;1892100;1896710;"차량 이상 무슨말 하려는지 알아 시간 없다 부담된다"
474;1896720;1900940;"무엇보다 전문의 속내가 먼지 잘 알아"
475;1900950;1910520;"그렇다고 그래서 어 여기서 접어"
476;1910540;1914790;"아직 우리 학원 자극을 온달이 약 해외 정보 추천 명확해야 되고"
477;1914800;1917790;"업체 받을 법한 가격 선정돼 할거고"
478;1917800;1921660;"무엇보다 생각을 한 그 말은 사람들 설득하면"
479;1921670;1925620;"전략을 세워야 한다는 가려 해내야"
480;1925630;1929400;"ppt 작성 팀들이 갈게 완구 자차 발표는 찾아내 직접 하셔야죠"
481;1929410;1934350;"그래야지 청화 장 리어 준비 어지고 유산 쪽 연락해 중동 청말 팀부"
482;1934360;1941560;"사장님의 요르단에서 먼 지역 화상으로 도 회의에 참석하지 않을 거야"
