Index;Start time in milliseconds;End time in milliseconds;"Script"
278;1137590;1139049;"[음악]"
279;1139059;1152070;"으"
280;1152090;1153520;"we"
281;1153530;1155190;"5 으"
282;1155200;1159300;"[음악]"
283;1159320;1161680;"그래서"
284;1161690;1166940;"으 na"
285;1166950;1168940;"으"
286;1168950;1175599;"어 노력에 질과 양이 다른 후 2"
287;1175619;1178040;"참 그라 으"
288;1178050;1181960;"죄송합니다 자다오 면한"
289;1181970;1185649;"그 틀로 알지만 최소한 딴"
290;1185659;1188139;"시작한 것도 마마"
291;1188149;1189350;"미술"
292;1189360;1190600;"[음악]"
293;1190610;1192730;"어제가 p"
294;1192740;1195430;"책 칩 쎕니다 으"
295;1195440;1200209;"[음악]"
296;1200229;1206630;"wow"
297;1206650;1211000;"we"
298;1211020;1214720;"a term"
299;1214730;1216120;"[음악]"
300;1216130;1218950;"으"
301;1218970;1220690;"으 으"
302;1220700;1225530;"[음악]"
303;1225540;1230510;"5 차장님이 떠나고 그 분의 바람대로 영업 3팀은 안정을 찾았다"
304;1230520;1232580;"[음악]"
305;1232590;1233690;"봤어"
306;1233700;1239630;"일찍 왔네 무엇인가 빨리 샷건 컴플레인 들어온거 번쯤 해 지고 올해 검토"
307;1239640;1242870;"중인데 절주 과실은 크지 않았을 대응이 어렵지 않을 것 같답니다"
308;1242880;1246230;"4 오후 3시 밑에 적어 놨습니다 어 잘했네"
309;1246240;1248890;"일본 조금 이렇게 답을 안주로 모르겠네"
310;1248900;1259240;"[음악]"
311;1259260;1262909;"있는 사람이나 잘 지킬 것이오"
312;1262919;1264830;"lee 아"
313;1264840;1272479;"아"
314;1272499;1275460;"부리를 만들어 그러니까 다리는 말씀은"
315;1275470;1280440;"회사 사람들이 좀더 잠 그래 car 수 있게 만들어 보는 뜻이겠죠"
316;1280450;1283019;"잠 그릇이 가 남을 만한 사람이고"
317;1283029;1287399;"꼭 남아야 되는 사람이라는 거 어떻게 라며"
318;1287409;1292289;"잠을 씨를 위해 필요할 수도 없고 대학때 절대적으로 줄 수도 없고"
319;1292299;1297060;"드라마처럼 이 사람들한테 올라갔어요 처음부터 햄버거 요한 데 가면 되지"
320;1297070;1300960;"가서 말하고 설득하고 부터가 월급으로 왜 하는데 안 지푸라기라도 잠시"
321;1300970;1302220;"명을 하시는거 아니야"
322;1302230;1310039;"한 사람 맞는건 순식간 이면서 제대로 보는거 왜긴 스카 거리 5"
323;1310059;1313049;"아버지가 나온 뭐라도 해 봐야지"
324;1313059;1321640;"하다못해 나병 심한 그건 법이라도 매달려 본래"
325;1321660;1325420;"5"
326;1325440;1329330;"나온지 박형 나도 내 갈 수 있는데 생각했어"
327;1329340;1336330;"4 으 으"
328;1336350;1339989;"5 5"
329;1340009;1344460;"20 김 신입사원 한송 일입니다"
330;1344480;1349530;"입상 d 2년 다르고 하니 신입은 아니 겠군요"
331;1349550;1354850;"오늘은 대단히 중요한 말씀 아니 부탁을 드리고 싶거든요"
332;1354860;1357280;"2년 계약직 장 글에서 와"
333;1357290;1362980;"영업 3팀 에서 일하고 있는 제 통기 그가 정규식 이 됐으면 합니다"
334;1362990;1368420;"참 그래 씨가 실적에 기여한 부분은 놓쳐선 안 된다고 봅니다"
335;1368430;1375140;"we 으 으"
336;1375150;1378630;"we"
337;1378650;1380090;"[음악]"
338;1380100;1382320;"장그래 씨를 위한 건가요 4"
339;1382330;1385190;"아 here"
340;1385200;1387310;"아 예"
341;1387320;1391700;"혹시 도움이 될까해서 아"
342;1391720;1395610;"울팀 사업 관련해서 실적 증빙자료 좀 만들어 드렸구요"
343;1395620;1399240;"그래요 정규직 전환 신청 때 그럼 포트폴리오가 필요하죠"
344;1399250;1401940;"다 만들면 저한테 한번 보여주세요"
345;1401950;1405560;"di 싶나"
346;1405580;1407390;"on"
347;1407400;1410630;"장그래 가 제기했던 말 이 섬유는"
348;1410640;1414200;"한성 유씨와 함께 팔도록 하겠습니다"
349;1414210;1417470;"제가 그 약속을 지킬 수 있게 해주십시오"
350;1417480;1420560;"여러분께 부끄러운 모습을 보였던 져 안성 누리지만"
351;1420570;1421930;"[음악]"
352;1421940;1427180;"그 약속은 지키고 싶습니다 부탁드립니다"
353;1427190;1429430;"으"
354;1429450;1435010;"으 코 10수 후 매일 앞에 어 수개의 하오"
355;1435020;1435400;"[음악]"
356;1435410;1446180;"으"
357;1446200;1451590;"으 으 아시야 1 주야"
358;1451600;1454920;"회의에 상처 장인 들어 가졌으니까 뭐 잘 되지 않겠어요"
359;1454930;1460110;"지난번에 마음정리 미란 청 과장님 하시니 잠깐 들었는데 그런 차원에서"
360;1460120;1463200;"나온 거니 거니 만큼 낙관적 이었던것 같아요"
361;1463210;1473170;"게다가 잠 그래 시는 시설도 좋고 추천하시는 분들도 말입니까"
362;1473190;1478570;"오랜 시간 정도 둘째로 거예요"
363;1478590;1483400;"1차 장애 오십니다"
364;1483420;1494300;"으 아"
365;1494310;1517890;"5"
366;1517910;1521100;"[음악]"
367;1521110;1528280;"으"
368;1528290;1536290;"[음악]"
369;1536300;1552360;"으"
370;1552380;1555620;"아 으"
371;1555630;1559120;"[음악]"
372;1559140;1563460;"아"
373;1563480;1565060;"업체 2"
374;1565070;1568389;"얘들아 매너도 걍 써 왔다 아예"
375;1568399;1572529;"겜에 테스트 한번 하고 한달내내 그 치킨집 사장님의 들보 낀 거 아님"
376;1572539;1577149;"일본제 부모 경쟁에서 이길 국산제품 찾는 건데 직접 바람 안맞아 보고는"
377;1577159;1582759;"베트 라반이 도문 없습니다 n2 경량 초고강도 벤트 시스템 해당 아예"
378;1582769;1587980;"공기저항 까지 기 타 따져야 하든 아 이거 그런 이건 진정한 수출 옆구리"
379;1587990;1589360;"단 리더기 계약 땄다"
380;1589370;1594940;"어 그러나 우리는 에서 최고 실제 뱉어 밴 4 수출 아닙니까"
381;1594950;1599039;"아 멈춤 기가 따라왔다"
382;1599059;1602490;"뭐 용 매 가 홈"
383;1602500;1604700;"이걸 너무 잘 해봐"
384;1604710;1615200;"으 아"
385;1615220;1621240;"못합니다 야 너 지금 나 보육사 장이라고 무시하는 거냐"
386;1621250;1625350;"미래 날 전문 경위로 초빙하고 왜 말을 안 들어 먹어"
387;1625360;1631680;"뭐 김상 해보니 가 반반해서 더 맛나고 요새 내가 뭔 앓는 임해서 여섯째"
388;1631690;1646120;"따박따박 퇴근하면서 얼마나 세상 편하게 살고 있었는데"
389;1646140;1652170;"제거 안되요 성준 식 시 라구요 찾으시나요"
390;1652190;1659190;"좀 아주 빨"
391;1659210;1661780;"top 청취 식 co"
392;1661790;1664720;"예컨대 아 폰이 이세요"
393;1664730;1673780;"4 아 으 아 없어 뭐라 거야 청주시 기냐 아니가 성 지식이 아주 체포"
394;1673790;1678370;"뭐야 어디 사실 이 경남 알죠"
395;1678380;1679930;"청 소 리 구정 그래"
396;1679940;1684910;"청소년기 구 자 고리 우리 거래처 사람인데 왜요"
397;1684920;1692919;"아저씨 누구야 내가 누나와 나는 아 아 따 줘야 하고 할 때 누가 밭은"
398;1692929;1693640;"말했어"
399;1693650;1699880;"뭐 어 머 그닥 너 네 마누라는 이중지 됐어요"
400;1699890;1704620;"아 아 법무부 민지 4"
401;1704630;1708220;"내가 하더니 발뺌 아찔하게 내가 싸 찍어왔어요"
402;1708230;1711100;"어 그리고 기 싸움도 과정 4"
403;1711110;1723790;"길도 몰라 그런걸 나 뭐 말로 밥 않는 것 같애 아 1 w 2 3 4"
404;1723800;1726760;"좋아요 좋아요 아주 좋아서 같아요"
405;1726770;1731560;"삼성동 아직 부마 거 같애 몰려와 안테나 안되 즉 친구들 굉장히"
406;1731570;1736230;"이제 밖에서 씌어진 에서 저희 비즈 잠 안 됐다"
407;1736250;1738880;"왼쪽 고생하시고 여기서 이러심 2"
408;1738890;1740060;"아"
409;1740070;1745790;"아 어디까지 갔어 어디 어디 까지가 무심히 어디가냐 와"
410;1745800;1752800;"tue 아아"
411;1752820;1757560;"어디로 하나는 어떻게 될까봐"
412;1757580;1758870;"wh"
413;1758880;1764660;"어제 ot 사람들이 주지 말라 2 뉴 엄마와"
414;1764670;1771260;"재치와 4.2 순남 그냥 너무 좋아 아 왜 마누라한테"
415;1771270;1777050;"soi 파도도 못함 herald 치키 게"
416;1777060;1782030;"쉘 힘든지 신발 닥치지 상처주고 떼어 있어"
417;1782040;1786530;"되찾은 3 4차례 그 학교 아무 가장 나야지 하면"
418;1786540;1797450;"살짜리 뽑기 찾기 ddr2 옷벗 잘 짜야"
419;1797460;1809120;"8시쯤 해야해 이제 또 여기서 이것이 게다가 c80 화이트 바람핀 죽일"
420;1809130;1813050;"수 없어 아주 곳인 처벌이 내심 we 먹어요"
421;1813060;1816140;"주어가 사물이 면 능 패를"
422;1816150;1819020;"추억 아 사회 여수동 되었읍니다"
423;1819030;1826200;"꼭 이 거지 2 scraper"
424;1826220;1827720;"screen"
425;1827730;1832310;"지금 박씨가 식당 새로 개업했다 고"
426;1832320;1836030;"맨 이전과 무시 깽 인가 포 한다는데"
427;1836040;1841220;"생각이냐 바로 감싸주면 괜찮다 고 전해 주세요"
428;1841230;1844730;"어디 오라는 데는 이 있고"
429;1844750;1847360;"만들어봐야 줘"
430;1847370;1852639;"10:00 아 으 아"
431;1852649;1856149;"3000원에 보네요 예"
432;1856159;1861300;"상당시간 것 같아요 앱 보다가 안 보니까"
433;1861320;1863710;"정보 레 도 안하고"
434;1863720;1868409;"그렇게 담백하게 나가고 말이에요"
435;1868429;1873749;"꼭 답네요"
436;1873769;1874899;"3 결제"
437;1874909;1878830;"오랜만이네요 예 현재"
438;1878840;1884560;"네 사랑도 나인 턱이 선정해 주셔서 보자마자 첫번째 어차피 걔"
439;1884570;1887029;"꼭"
440;1887039;1890180;"추측에 아 존나 룡"
441;1890190;1892950;"따름"
442;1892970;1905250;"좀 배치 인데요 타 아 아까 같습니다"
443;1905270;1908380;"니 마음 속에서 이제 퇴근 하고 싶은데"
444;1908390;1912040;"져 캐리가 근소하게 됩니다 hong 마 세워서"
445;1912050;1918440;"아저씨 아 아 요 뭐"
446;1918460;1930889;"김주은 다시 2 널어 지 어 아 소녀들 이라는 오니까"
447;1930899;1938490;"콧노래가 절로 나오지"
448;1938510;1942430;"초장이 야"
449;1942450;1945380;"1 요리는 어떻게"
450;1945400;1952560;"주변 정리에 닦은 냈지 에 와서 3 줄지 낫잖아"
451;1952580;1955590;"우유 다 익었다"
452;1955600;1960120;"양복도 있고 와이셔츠 도 있고 넥타이도 있고"
453;1960130;1962670;"가방도 있고"
454;1962680;1966830;"고 2 도 있고"
455;1966850;1974590;"던 제도 나올 수 있겠나요"
456;1974610;1978909;"[박수]"
457;1978929;1989269;"해미 e&amp;m"
458;1989289;1993019;"아주 작은 하셨으니까 와 어"
459;1993039;1994529;"따라서 더 분수에서"
460;1994539;1997529;"예 참의원 왔습니다"
461;1997539;2003409;"물 100원 일본 실패 캐노피 이런 벌써 2시간 전에 팔았습니다"
462;2003419;2006229;"경력직 사원 구입 후 그는 어떻게 될수"
463;2006239;2008840;"절실히 올라가는데요 딱히 열라고 없는데요"
464;2008850;2013879;"5 그 그 뭐냐 그 청년인턴 해라 구체를 한번 활용해 거지"
465;2013889;2017239;"저희 규제 풀려 가지고 보이는 사업장에서 지원받을 수 있다던데"
466;2017249;2024730;"어 그래요 너무 알아볼게요"
467;2024750;2029370;"어 아니 이렇게 세 글 남겨봅니다"
468;2029390;2031790;"[음악]"
469;2031800;2035750;"아 회사가 미세 아무렇게 정모 것은 분명 하셔서"
470;2035760;2038950;"저런 시모음 도움 됩니까"
471;2038970;2042050;"우선 히 아 사장님"
472;2042060;2049100;"좋았습니다 어 아 알 제가 우만 3 꿈을 싹다 봤 거야 쌍이 너무 졌어요"
473;2049110;2051320;"목사 오뚜기 없어 않게"
474;2051330;2055100;"마 장나래 구직사이트 920 921 922 빨리 내려 내가 15초에"
475;2055110;2058760;"재미없어진 부탁해서 빨리 내려 달라고 오한과"
476;2058770;2062900;"온도 뭐 절차 되서 제대로 먹어야 되요"
477;2062910;2069310;"7:03 않게 하는 흔들 나오면서 로 찾은 와 사랑하던"
478;2069320;2070970;"i3"
479;2070980;2076640;"아예 i 장 대파를 얹어 놓고 바닥이 조 안되니까"
480;2076650;2080120;"텔러 화이 coo 로 로 로 로 로 로 로 로 로 로 로 로 로 로 로"
481;2080130;2081950;"로 로 로 로 로 로 로 로 로 로 로 로 로 로 로 로 로 로 한번"
482;2081960;2085080;"벙커 여러 부분"
483;2085100;2097540;"아 아 아 옙 9"
484;2097550;2101190;"노수진 서희가"
485;2101210;2104559;"선진 저희가 중국 공장에서 핸드폰 케이스에 불 배들이 도넛 같은 다중"
486;2104569;2109269;"소리야 그 우리 분이 개간해 2번 메탈케이스 말하는 거예요 예 어딘데"
487;2109279;2110170;"찾을 수 있게 돼"
488;2110180;2114609;"저도 가지 알 수 있어 아 로그 지금 추적하고 있습니다"
489;2114619;2118120;"중국 출입국 사무소에 부쩍 주 지원에 나머지 파악하고 있습니다"
490;2118130;2121299;"소재지를 찾는거 어렵지 않을꺼 같네요 알았어"
491;2121309;2123830;"바로 연락해 줘"
492;2123840;2129260;"아 씨바 어이가 없어서 사진 장이자 시키죠 이를 치킨 진짜 c"
493;2129270;2133220;"여러분 개 없어질 수도 있어 가족 저고리 1000개 김에 꺼내 며칠"
494;2133230;2134390;"꺼리는 우리는"
495;2134400;2138790;"전류 길거리 있구요 판권 진행중입니다"
496;2138810;2142520;"오늘은 바이 신념 분야 인력 관련 옆에 있지만 우리에서 4월에 원리"
497;2142530;2143180;"문제야"
498;2143190;2146510;"아 서진 3 습작"
499;2146520;2150290;"적 요르단은 것 이었답니다 뭐 요르단"
500;2150300;2155570;"따라서 우리도 바로 출발 함께 베트남 몸이 로즈 예 내게 못 감게 하고"
