Index;Start time in milliseconds;End time in milliseconds;"Script"
203;936280;941790;"골절로 그 필요한 자랑 존재를 받았어요 근데 에 어 말고 보시는"
204;941800;945750;"아예 후로 부족해서요 그래도 이런 복을 얘기 하셔야지"
205;945760;949410;"아니 많이 토 하나요 김치 다 본다 그래서 며칠 먼 들 입니까"
206;949420;957330;"예 안보 솜 알수 아무로 어 장도에 감정이지만 됩니다"
207;957350;960220;"그럼 나을 건 드립니다"
208;960230;963740;"예"
209;963760;967380;"뭐 워낙 더욱 심화"
210;967390;973920;"예"
211;973940;976720;"전에 이 좀 지원 어쩜 좋습니까"
212;976730;981370;"제 4개 향했다 1 조회수 그만뒀습니다 아 뭐 아무리 잘 키워 봐야 뭐"
213;981380;982150;"합니까"
214;982160;988570;"에 회사개요 현장을 않으면 어쩔수 없는거 아닙니까"
215;988590;992570;"그리고 장려한 복지포인트 나서면 되니까 다 쓰시는게 좋습니다"
216;992580;997010;"난 차도 꼭 쓰셔야 되고요 마지막으로 연봉 계약서 작성 들여서 24t 로"
217;997020;997760;"오십시오"
218;997770;1001890;"아차 도재 이런 좋겠습니다"
219;1001910;1006950;"tel 5"
220;1006970;1011160;"어 아"
221;1011180;1019230;"박철 그룹 가보겠습니다 자 아"
222;1019250;1022269;"아 진짜 저 인사팀 되죠"
223;1022279;1029730;"검과 아냐"
224;1029750;1032210;"으 으"
225;1032220;1036199;"[음악]"
226;1036209;1041059;"이제 팁 얼마나 왔어 조금 참도 안되어 실적 조차"
227;1041069;1044329;"만약 오 태 아냐 불기 실적이 좋아도 뭐야 심장 는"
228;1044339;1045300;"으"
229;1045310;1047039;"[음악]"
230;1047049;1050530;"같은 사람이고 싶다 으"
231;1050540;1051830;"[음악]"
232;1051840;1055950;"으"
233;1055970;1060430;"4 제 짜가 일은 열심히 했나 회사에서 안 알아주고"
234;1060440;1064630;"안심이 없는거 회사의 한 집에서 잠깐 하라고 난리다"
235;1064640;1069610;"설이나 추석 이름을 적어서 피소 이번달은 선 또 잤다고 그렇죠"
236;1069620;1073030;"우리는 멀쩡한데 수만 보면 보니 되셔요"
237;1073040;1078149;"미국이 쯤 조사 지내 거지 ppt 파일 내의 눌러주자 줄래"
238;1078169;1082269;"예 참 아직 5 빙어 예 어"
239;1082279;1085389;"차마 4 왜냐 인센티브 누가 젤 많이 받았냐"
240;1085399;1088539;"강대리 다음으로 누가 제일 많이 받았어"
241;1088549;1092739;"안에 아 저런 사람들이 잠언은"
242;1092749;1096180;"아 정체성"
243;1096190;1115870;"장금이 올해도 못 가봤어"
244;1115890;1117480;"정 거야"
245;1117490;1122160;"4 인사팀 이 끝난 지가 언젠데"
246;1122170;1127850;"어디 갔다 이제 와 아 죄송합니다"
247;1127870;1138840;"뭔가 븉 있어 내 정리하러 준거"
248;1138860;1141159;"으"
249;1141179;1144730;"좀 멀어야"
250;1144750;1149920;"천황의 왜"
251;1149940;1154330;"평소에 하던 대로만 하면 되는 거죠"
252;1154350;1158970;"평소 대로만 하면"
253;1158990;1162230;"이대로만 하면 정직원이 되는 거죠"
254;1162240;1169470;"으"
255;1169480;1172180;"[음악]"
256;1172190;1173780;"만들 거다"
257;1173790;1176910;"[음악]"
258;1176930;1179130;"데이 터 닝 5"
259;1179140;1180320;"그래 으"
260;1180330;1180950;"[음악]"
261;1180960;1185040;"으"
262;1185060;1191370;"회사의 매뉴얼은 철옹성 같아 니가 끼가 될 탐은 없을까요"
263;1191380;1201700;"[음악]"
264;1201720;1209360;"예 아 그렇죠"
265;1209370;1212659;"으"
266;1212679;1216040;"3 졸린데 뭐 2"
267;1216050;1219040;"그냥 쯤이야 오늘 약속이 있어"
268;1219050;1222340;"안약 잘 됐다 백업 좀 하고 있어라"
269;1222350;1228250;"예 나오는 전부 잖아 지금까지 경험으로 봐서 또 빵 하고 차 읽어도"
270;1228260;1231190;"정초부터 그냥 이어 잔 뚜껑 찾아봐 기분이 어떨지"
271;1231200;1236350;"아 그렇지는 않았을 거예요 왜 얼이 때문에 또 차이 거라면서"
272;1236360;1242470;"아 긍 지금으로부터 한 사람만 빼고 메 1시간 지나서 때가 연락이 없거든"
273;1242480;1246080;"런 빼고 풀고 방문을 잠가 가는거고"
274;1246090;1254259;"아 평 닙"
275;1254279;1260370;"5 아 아 아 아 아"
276;1260380;1273480;"아 악 잘 되신 한번에"
277;1273500;1275570;"[음악]"
278;1275580;1282070;"내 드리면"
279;1282090;1286290;"네 알겠습니다 천천히 드세요 갈 테니까요"
280;1286300;1288310;"[음악]"
281;1288320;1293620;"내가 뭐 어때서 어 아이고 이게 적이지 않은 게 어때 줘 하는데 어디"
282;1293630;1296740;"아이에서 쏘는게 굉장 아쉬움"
283;1296750;1300669;"4 1 생 님 옛날에는 요그"
284;1300679;1306040;"대기 없다는 남자가 1등 신랑감 이었을 때 20가구 나란히 젠가 어때"
285;1306050;1310659;"까"
286;1310679;1313260;"뭐야"
287;1313280;1316090;"결혼에 대한 가츠가 말이에요"
288;1316100;1317770;"으"
289;1317780;1321670;"전개 합지 겠네요 죽은 것이 감사합니다"
290;1321680;1323370;"진짜 날"
291;1323380;1327440;"[음악]"
292;1327460;1334700;"4 하십니까 아실 거 보세요 4"
293;1334720;1341160;"아 아 아 악 으 으 으"
294;1341170;1350110;"으 세 요 예"
295;1350130;1357380;"아 그리고요 거네요 추정이 받은 걷다 장남 n n 주식이 분야"
296;1357390;1360830;"지대함 이 업체 이구요 아 됐어"
297;1360840;1365540;"개학 책은 그나마도 안나온 데가 부지기수로 야 가자"
298;1365550;1371050;"3 으"
299;1371070;1372330;"예"
300;1372340;1378350;"5 아"
301;1378370;1380340;"욕심내지 말라 그러죠"
302;1380350;1385210;"됐습니까"
303;1385230;1390800;"욕심 내지 마"
304;1390820;1396249;"역시나 허락 받아야 되는 겁니까"
305;1396269;1399460;"뭐"
306;1399480;1404810;"정규직 계약직 신분에 문제가 아니라"
307;1404820;1407350;"크 게 아니라"
308;1407360;1411879;"그 게 아 니 라"
309;1411899;1414400;"크 게 아니라"
310;1414410;1418030;"그냥 계속 일을 하고 싶은 겁니다"
311;1418050;1424029;"차장님 않고 가장의 뭐 그다지 님하고"
312;1424049;1425140;"우리"
313;1425150;1426780;"[음악]"
314;1426790;1429920;"같이"
315;1429940;1432169;"개성"
316;1432179;1434090;"아 으"
317;1434100;1437470;"으"
318;1437490;1441109;"hotel"
319;1441129;1447650;"아 아 이건 시키지도 않았는데 어떻게 길러져 써"
320;1447660;1450860;"다 가르쳐 주신 거 잖아요 아예"
321;1450870;1453680;"가르쳐준 나오다 속으로 들어가요"
322;1453690;1459370;"어쨌든 데 리닝 덕분입니다 감사합니다"
323;1459390;1462550;"예"
324;1462570;1466580;"계속 이렇게만 하면 저도 회사 남을 수 있겠죠"
325;1466590;1469090;"어"
326;1469110;1472960;"뭘 10씩 줄 아 좋아 아"
327;1472980;1475100;"자네 러 밥"
328;1475110;1477200;"예"
329;1477210;1484270;"4 아"
330;1484290;1489620;"철 자주와 아 이건 굉장했습니다"
331;1489630;1492470;"올해 주시면 감사합니다 5 받는 거야"
332;1492480;1496220;"락 잠깐"
333;1496230;1498530;"아"
334;1498550;1503200;"감사합니다"
335;1503220;1504210;"[음악]"
336;1504220;1515350;"으"
337;1515370;1517370;"네르"
338;1517380;1518419;"[음악]"
339;1518429;1523470;"으"
340;1523490;1528130;"w 으"
341;1528150;1533590;"으"
342;1533610;1547630;"2 2 2 2 2 2 2 2 2 2 2 2"
343;1547650;1549480;"으"
344;1549490;1551060;"[음악]"
345;1551070;1554000;"감 배"
346;1554020;1557820;"갈 곳이 없다 항"
347;1557840;1561940;"나는 어쩌면 이렇게 가난한 삶을 살아왔는지"
348;1561950;1566360;"커피한잔 영화 한편 p"
349;1566370;1568770;"한강을 함께 걸어줄 심각 며 없다 으"
350;1568780;1575830;"[음악]"
351;1575840;1578140;"aeiou"
352;1578150;1578760;"5"
353;1578770;1581529;"[음악]"
354;1581539;1582940;"woo"
355;1582950;1584549;"[음악]"
356;1584559;1586420;"power source"
357;1586430;1587690;"[음악]"
358;1587700;1592790;"아 으"
359;1592810;1594670;"we"
360;1594680;1599700;"야이 붙었고 해몽"
361;1599720;1601510;"제가 뭐라도 더 볼까요"
362;1601520;1606910;"아오우 3층 정글의 c 에 반모 일도 없는데 언니의 관세 나왔어요"
363;1606920;1609670;"개략적인 데 너무 무리하지 마요 그런거 뭐"
364;1609680;1610940;"정상을 지키는 것도 아니고"
365;1610950;1615600;"[음악]"
366;1615610;1617390;"으"
367;1617400;1620930;"그놈의 않게 어찌"
368;1620950;1623510;"오늘날"
369;1623530;1628360;"어디에도 있을 곳이 없네"
370;1628380;1634370;"아침에 들어와 얼마나 이겜 안고 일어날 수 있는 많은지"
371;1634380;1641590;"언젠가 지옥에서 높은 사람이 한밤중에 와서 아 정식이 따라가"
372;1641600;1647200;"이해가 바둑 뜰 때도 그렇게 아름드리 찾아 때 어찌나 이사람 전 사람들이"
373;1647210;1651860;"이해를 자꾸 불러다가 먹는지 우환을"
374;1651870;1654890;"정장이 부터가 또 얼마나 나는지 아로"
375;1654900;1660500;"의장 바우 같은 뒤에 비옷 입었는데도 어찌나 뭐 떨어지는지 몰라"
376;1660510;1663740;"원래 회사나 지는 농촌을 없는 입니다"
377;1663750;1667040;"털은 아오 더 라니까"
378;1667050;1670400;"그리고 그 회사가 그냥 회사에요"
379;1670410;1677340;"우리나라 자서 쏭 깔아 안에 들어가는 무효 크게 했어요"
380;1677360;1680400;"그런 동 이야 우리를 봐 아"
381;1680410;1683390;"헬스 흥수 안녕하세요"
382;1683400;1689380;"[음악]"
383;1689400;1694810;"으 으"
384;1694830;1696800;"on"
385;1696810;1703060;"[음악]"
386;1703080;1705830;"222"
387;1705840;1710300;"we"
388;1710310;1713350;"잊지 마셔야"
389;1713370;1715700;"나는 어머니 l"
390;1715710;1718720;"자 부십니다 으"
391;1718730;1721980;"뭐 세라 구축한 자식이 아니다 으"
392;1721990;1730610;"[음악]"
393;1730630;1732170;"we"
394;1732180;1733510;"오오오"
395;1733520;1739869;"[음악]"
396;1739889;1742279;"아 5"
397;1742289;1745940;"됐습니까 뭐"
398;1745950;1757810;"5 5 5 5 5 5"
399;1757830;1760200;"5 처장"
400;1760210;1764340;"오랜만에 차나 한 잔 할까"
401;1764360;1768859;"으"
402;1768879;1779900;"tom 5 4 숨 좀 쉬세요"
403;1779920;1783980;"아"
404;1784000;1787769;"조 전무가 아"
405;1787789;1792190;"문질 기억 못 하더라고요"
406;1792210;1795860;"으"
407;1795880;1801860;"그 친구가 웃을 어서 그랬어요"
408;1801880;1804440;"엘리트 흑 감사합니다 5"
409;1804450;1807190;"으"
410;1807210;1809090;"[음악]"
411;1809100;1811100;"이렇게만 하면 되는 거죠"
412;1811110;1815700;"[음악]"
413;1815720;1819070;"으"
414;1819090;1822540;"똑같은 얘기를 향 그"
415;1822550;1826620;"참고로 이 녀석이 모독한 이대로만 하면 정직원이 되는 거죠"
416;1826630;1827030;"으"
417;1827040;1830420;"[음악]"
418;1830440;1831440;"안된다고 했어"
419;1831450;1833010;"[음악]"
420;1833020;1835410;"아아아 찾았네 예"
421;1835420;1837149;"[음악]"
422;1837159;1843769;"으"
423;1843779;1846190;"4"
424;1846200;1857310;"아 아 그때 주간 업무보고 작성 있어 에"
425;1857330;1859780;"온건 계약서 점검 하는거 했어"
426;1859790;1864180;"100"
427;1864200;1870210;"일본 맛볼 importer 막걸리 피를 찍어 더 거야"
428;1870230;1872220;"예 아"
429;1872230;1875340;"여일 다 인도 모르게 우심 1 아"
430;1875350;1881480;"다음 사업아이템 준비하라 고 하셨잖아요 저도 하나 잡아볼까"
431;1881500;1895420;"오오 예 오"
432;1895440;1897560;"[음악]"
433;1897570;1902580;"5p 유명 관광지의 환경오염은 해마다 증가하고 있습니다"
434;1902590;1907200;"그리고 책의 자동차 산업의 발전 방향 역시 저공해 차량 위주로 가고"
435;1907210;1909240;"있음을 알 수 있습니다"
436;1909250;1914220;"그러므로 차세대 성장동력인 전기자동차의 렌즈미 판매 사업 은 분명히 큰"
437;1914230;1918149;"성과가 있을 것으로 예상됩니다"
438;1918159;1925420;"이상으로 발표를 마치겠습니다"
439;1925440;1932460;"으 아 아 아 아 아"
440;1932480;1938830;"스톱 턱에는 탄생의 90,000 그래도 아마추어 느낌은 안 나는데"
441;1938840;1945870;"말이 먼저 가 아니란 말이야"
442;1945890;1951670;"으 으 으"
443;1951680;1954180;"[음악]"
444;1954190;1958090;"왜 안되는지 뭔가 제대로 얘기 좀 해줘야 되는거 아닐까요"
445;1958100;1963149;"청 그래 음"
446;1963169;1972450;"10만원 야 나와서 뭐든 바라봐"
447;1972470;1977320;"아 넘 제목 이렇게 길어"
448;1977330;1982120;"2 수도의 길을 가는것"
449;1982140;1985210;"어여 오세요 i 안녕하세요"
450;1985220;1989240;"stl 잡고 싶은데 이 검토 하우스가 였구요"
451;1989250;1993380;"예"
452;1993400;1995280;"see"
453;1995290;2002810;"아 정맥이 식 으 어 부 만드는 데 어 어 제정 됐구"
454;2002820;2005870;"소위 원히 안 느낌의 오셔서 아니고"
455;2005880;2010190;"장르에 가까운 기회가 아니라 남도 보여주기 좀 그래서 아 잠깐 2시간"
456;2010200;2013100;"말아요 인정한 익었습니다"
457;2013110;2015530;"예 그래"
458;2015540;2017690;"얘기하면 개막 음"
459;2017700;2019690;"[음악]"
460;2019700;2024790;"제 생각엔 3"
461;2024810;2028070;"렌트 사업의 경우 구체적인 부지 선정 방안 에 명시되어 있어야 한다고"
462;2028080;2029660;"생각합니다"
463;2029670;2033980;"또 수익적 부분도 굉장히 추상적으로 잡혀 있는 데서 현재가치로 다시"
464;2033990;2043379;"시뮬레이션 해야 되기 때문에 다시 써야 하는 기업입니다"
465;2043399;2054190;"작은 아씨 100,000원 아마도 장난기 씨도 데리고 가라고 해 줘 어"
466;2054210;2058760;"내가 왜 에"
467;2058780;2061909;"어디로 갈까요"
468;2061929;2069319;"아래가 뭐든 다 팔아 줄 테니까"
469;2069339;2075069;"제주 앞바다 풀어요"
470;2075089;2078909;"장그래 씰은 잘하고 있을까요"
471;2078929;2081980;"도장 배우는게 있어야 될 건데요"
472;2081990;2087320;"나 봐서 깨지다 보면은 보고서가 왜일까요 왠지 정도로 나라 보겠지"
473;2087330;2092780;"걸쳐서 8 되는건지 자주 청의 2 미션 받고 r2 집을 팔아야 될지"
474;2092790;2097460;"모르겠어요 그래서 결국엔 5 9화 자원 뭐 이거 게 기웃 저기 기웃"
475;2097470;2103490;"애 아 나 받아들인 알 거야 아마 그래서 그때 생각한게 불특정 다수 누구"
476;2103500;2105590;"마쓰 신상 걸 48"
477;2105600;2111170;"생각 초절임 무조건 싼 울 거는 사석 많이 많은걸 껌 위한 말 연구나"
478;2111180;2111800;"2를"
479;2111810;2116140;"아 그게 감정이 질 마을 나야만 사당"
480;2116150;2122529;"아 아 무조건 싼 물건을 사서 팔면 될 것 같은 것 그게 에 이 미션의"
481;2122539;2123519;"함정이 곳"
482;2123529;2128730;"아 올라 그 세우고 수면바지 결심한 가기 0 말 많이 팔려요 많이 팔리지"
483;2128740;2131470;"마트가서 사는것보다 반값도 안 되잖아요"
484;2131480;2137019;"양 말이야 달 캔의 막아 짜루 10 월 10만원 써주세요"
485;2137029;2139570;"100,000 4"
486;2139580;2143010;"[음악]"
487;2143030;2145309;"222"
488;2145319;2150200;"이게 뭡니까 양말이 랑 팬츠입니다"
489;2150210;2157040;"뭘 사든 답할 걸음 하세요"
490;2157060;2161520;"갑시다 5"
491;2161530;2164940;"어디로 가는 겁니까 아"
492;2164950;2168240;"무슨 일이야 오붓하게 따라서 아"
493;2168250;2172290;"회사에서 뭐 좀 팔아 오라 그래 가지고 요 실습이 저씨 스"
494;2172300;2174089;"원대"
495;2174099;2176529;"에그"
496;2176539;2180090;"씀"
497;2180110;2187590;"안 산다 왠 줄 알아 이건 나한테 필요가 없는 걸리니까"
498;2187610;2192769;"백 야 이거 나한테 팔려고 300원 맞아"
499;2192779;2198410;"그럼 실 말인데"
500;2198430;2202290;"아예 어 어디서 사업이 이런걸 싸 옵니까"
501;2202300;2205750;"뭐든 서로간 사람을 자매 킷입니다"
